No,classification,Question,Option A,Option B,Option C,Option D,Correct option,Multiple Choice or Not
17,Advanced,"In a restaking protocol with multiple AVS commitments, if a validator has 32 ETH staked across 5 different AVS with slashing rates of [0.5%, 1.0%, 0.75%, 1.25%, 0.8%] and independent failure probabilities of [0.01, 0.02, 0.015, 0.025, 0.018], what is the expected annual slashing loss?",Approximately 0.0288 ETH,Approximately 0.0432 ETH,Approximately 0.0576 ETH,Approximately 0.0720 ETH,A,No
18,Advanced,Select all mechanisms that are crucial for preventing governance attacks in token-weighted voting systems:,Time-delayed execution of governance proposals,Quadratic voting to reduce whale influence,Delegation caps to prevent vote concentration,Minimum quorum requirements based on circulating supply,"A, C, D",Yes
19,Advanced,"In a cross-chain yield farming strategy using liquid staking derivatives, if the base staking yield is 4.2%, the LSD protocol fee is 10%, cross-chain bridge costs are 0.15% per transfer, and additional DeFi yield is 8.5%, what is the net APY for a strategy requiring 4 cross-chain transfers annually?",Approximately 11.58%,Approximately 11.88%,Approximately 12.18%,Approximately 12.48%,B,No
20,Advanced,Which of the following represent critical considerations for tokenomics design in zero-knowledge rollup ecosystems?,Proof generation costs and their impact on transaction fees,Sequencer MEV extraction and redistribution mechanisms,Data availability costs for proof verification,Cross-rollup interoperability and shared liquidity incentives,"A, B, C, D",Yes
21,Advanced,"In a ve-tokenomics system with linear decay over 4 years, if a user locks 10,000 tokens for the maximum period and the protocol implements a boost multiplier of min(2.5, 1 + locked_ratio * 1.5) where locked_ratio is the user's share of total locked supply, what is the effective voting power when the user holds 2.5% of total locked supply?","15,000 vote units","17,500 vote units","20,000 vote units","25,000 vote units",D,No
22,Advanced,Select all factors that contribute to impermanent loss in concentrated liquidity AMMs like Uniswap V3:,Price movement outside the specified liquidity range,Fee collection rate relative to price volatility,Capital efficiency improvements from concentrated positions,Rebalancing frequency and associated gas costs,"A, B, D",Yes
23,Advanced,"In a DAO treasury management system using a diversified portfolio approach, if the treasury holds 60% governance tokens, 25% stablecoins, and 15% blue-chip assets, and implements a rebalancing strategy with 5% tolerance bands, what triggers a rebalancing event?",When governance tokens fall below 55% or rise above 65%,When any single asset class deviates by more than 5% from target,When the portfolio Sharpe ratio falls below 1.0,When total portfolio value changes by more than 10%,A,No
24,Advanced,Which of the following represent advanced mechanisms for MEV redistribution in Proposer-Builder Separation (PBS) systems?,Commit-reveal schemes for bid privacy in block auctions,Partial block building with reserved transaction space,Cross-domain MEV sharing between L1 and L2 systems,Time-weighted average pricing for MEV distribution,"A, B, C",Yes
25,Advanced,"In a real-world asset tokenization protocol with insurance coverage, if the underlying asset has a 2.5% annual default probability, insurance costs 0.8% annually, and the protocol charges a 1.5% management fee, what is the risk-adjusted expected yield for investors if the underlying asset yields 6.2%?",Approximately 3.74%,Approximately 3.90%,Approximately 4.06%,Approximately 4.22%,B,No
26,Advanced,"In a modular blockchain architecture with separate data availability (DA), execution, and settlement layers, if the DA layer charges 0.001 ETH per KB, execution layer charges 0.0001 ETH per gas unit, and settlement layer charges 0.01% of transaction value, what is the total cost for a 1000-gas transaction worth 5 ETH that requires 2.5 KB of data availability?",Approximately 0.0015 ETH,Approximately 0.0025 ETH,Approximately 0.0035 ETH,Approximately 0.0045 ETH,C,No
27,Advanced,Select all mechanisms that are critical for preventing MEV extraction in decentralized sequencer networks:,Commit-reveal schemes with cryptographic commitments,Threshold encryption for transaction ordering,Fair sequencing protocols with verifiable delay functions,Batch auction mechanisms for transaction inclusion,"A, B, C, D",Yes
28,Advanced,"In a liquid restaking protocol where users can delegate to multiple operators simultaneously, if the total delegated stake is 500,000 ETH across 5 operators with commission rates [5%, 8%, 12%, 15%, 20%] and stake distributions [100K, 80K, 75K, 125K, 120K] ETH respectively, what is the weighted average commission rate?",Approximately 11.2%,Approximately 12.4%,Approximately 13.6%,Approximately 14.8%,B,No
29,Advanced,Which of the following represent advanced oracle manipulation attack vectors in DeFi tokenomics?,Flash loan attacks exploiting price feed latency,Multi-block MEV attacks on time-weighted average prices,Cross-chain oracle arbitrage during bridge delays,Governance attacks on oracle parameter updates,"A, B, C, D",Yes
30,Advanced,"In a zero-knowledge rollup with proof generation costs of 0.05 ETH per batch and data availability costs of 0.0001 ETH per transaction, if the rollup processes 10,000 transactions per batch and charges users a 20% markup on costs, what is the per-transaction fee?",Approximately 0.00006 ETH,Approximately 0.00012 ETH,Approximately 0.00018 ETH,Approximately 0.00024 ETH,B,No
31,Advanced,Select all factors that contribute to the sustainability of yield farming incentives in DeFi protocols:,Protocol revenue generation exceeding token emission costs,Sticky liquidity through long-term lock mechanisms,Diversified revenue streams beyond trading fees,Dynamic emission schedules based on TVL and utilization,"A, B, C, D",Yes
32,Advanced,"In a cross-chain governance system using optimistic governance with a 72-hour challenge period, if the average proposal value is $2M, the challenge bond is 1% of proposal value, and the false positive rate is 5%, what is the expected annual cost of governance for a DAO making 50 proposals per year?","Approximately $50,000","Approximately $75,000","Approximately $100,000","Approximately $125,000",A,No
33,Advanced,Which of the following represent critical design elements for tokenomics in intent-based architectures?,Solver competition mechanisms for intent fulfillment,Reputation systems for solver reliability scoring,Slashing conditions for malicious or failed intent execution,Dynamic fee structures based on intent complexity and urgency,"A, B, C, D",Yes
34,Advanced,"In a real-world asset (RWA) tokenization protocol with quarterly yield distributions, if the underlying assets generate 8.5% annual yield, the protocol charges 2% management fees, insurance costs 1.2% annually, and there's a 3% annual default rate, what is the expected quarterly distribution per token for a $1000 face value token?",Approximately $5.75,Approximately $6.25,Approximately $6.75,Approximately $7.25,A,No
35,Advanced,Select all mechanisms that are essential for preventing vampire attacks in DeFi protocols:,Vote-escrowed tokenomics with long lock periods,Liquidity mining programs with vesting schedules,Protocol-owned liquidity to reduce dependency on mercenary capital,Cross-protocol partnerships and shared incentive structures,"A, B, C",Yes
36,Advanced,"In a multi-chain yield aggregator that rebalances portfolios across 5 chains with average bridge costs of 0.15% and rebalancing frequency of every 7 days, if the average yield differential is 2.5% annually, what is the minimum portfolio size needed to justify weekly rebalancing assuming break-even analysis?","Approximately $50,000","Approximately $75,000","Approximately $100,000","Approximately $125,000",D,No
37,Advanced,Which of the following represent advanced mechanisms for MEV redistribution in Layer 2 rollups?,Sequencer auction mechanisms with MEV sharing,Cross-rollup MEV extraction through atomic arbitrage,L1-L2 MEV coordination through shared ordering,Decentralized sequencer networks with fair ordering,"A, C, D",Yes
38,Advanced,"In a decentralized derivatives protocol using automated market makers, if the funding rate is calculated as (mark_price - index_price) / index_price * 8 hours, and the current mark price is $2,050 while the index price is $2,000, what is the 8-hour funding rate?",2.50%,3.00%,3.50%,4.00%,A,No
39,Advanced,Select all factors that contribute to the economic security of proof-of-stake networks:,Total value staked relative to market capitalization,Slashing conditions and penalty severity,Validator set decentralization and geographic distribution,Staking reward rates and opportunity costs,"A, B, C, D",Yes
40,Advanced,"In a liquid staking protocol with a 10% protocol fee on staking rewards, if the base Ethereum staking yield is 4.5%, the protocol has 2M ETH staked, and the liquid staking token trades at a 2% premium to ETH, what is the effective yield for liquid staking token holders?",Approximately 2.05%,Approximately 2.25%,Approximately 2.45%,Approximately 3.97%,D,No
41,Advanced,Which of the following represent critical vulnerabilities in cross-chain bridge tokenomics?,Validator set overlap leading to correlated failures,Economic incentive misalignment during market stress,Oracle manipulation affecting cross-chain price feeds,Liquidity fragmentation across multiple chains,"A, B, C, D",Yes
42,Advanced,"In a protocol using Harberger taxation for NFT ownership, if the tax rate is 5% annually, the current self-assessed value is $10,000, and the forced sale price is 120% of assessed value, what is the annual tax burden for maintaining ownership?",$500 ,$600 ,$700 ,$800 ,A,No
43,Advanced,Select all mechanisms that are essential for sustainable tokenomics in decentralized storage networks:,Proof-of-replication and proof-of-spacetime for storage verification,Dynamic pricing based on supply and demand for storage,Slashing conditions for storage providers failing to maintain data,Retrieval mining incentives for data availability,"A, B, C, D",Yes
44,Advanced,"In a decentralized autonomous organization (DAO) with quadratic funding for public goods, if individual contributions are [100, 500, 1000, 2500, 5000] for a project, what is the quadratic funding match amount using the formula: match = (sum of sqrt(contributions))^2 - sum of contributions?","Approximately $15,625","Approximately $18,750","Approximately $21,875","Approximately $25,012",D,No
45,Advanced,Which of the following represent advanced mechanisms for preventing front-running in decentralized exchanges?,Commit-reveal schemes for order submission,Batch auctions with uniform clearing prices,Threshold encryption with delayed decryption,Verifiable delay functions for transaction ordering,"A, B, C, D",Yes
46,Advanced,"In a restaking protocol with multiple slashing conditions, if an operator has commitments to 3 AVS with slashing rates of [1%, 2%, 1.5%] and correlation factors of [0.3, 0.4, 0.2] respectively, what is the maximum correlated slashing exposure for 100 ETH stake?",Approximately 3.2 ETH,Approximately 3.8 ETH,Approximately 4.4 ETH,Approximately 5.0 ETH,B,No
47,Advanced,Select all factors that are critical for the long-term sustainability of algorithmic stablecoin mechanisms:,Diversified collateral backing with low correlation,Adaptive monetary policy based on market conditions,Emergency governance mechanisms for crisis response,Sufficient protocol reserves for market making operations,"A, B, C, D",Yes
48,Advanced,"In a prediction market using automated market makers, if the initial liquidity is 500 shares for each outcome, and traders buy 200 shares of outcome A, what is the new implied probability for outcome A using the formula: P_A = shares_A / (shares_A + shares_B)?",Approximately 55.6%,Approximately 58.3%,Approximately 62.5%,Approximately 66.7%,B,No
49,Advanced,Which of the following represent critical design considerations for tokenomics in decentralized identity systems?,Reputation staking mechanisms for identity verification,Privacy-preserving credential verification with zero-knowledge proofs,Sybil resistance through proof-of-personhood protocols,Economic incentives for identity attestation and verification,"A, B, C, D",Yes
50,Advanced,"In a multi-asset collateralized debt position (CDP) system with dynamic liquidation thresholds, if Asset A has a 150% collateral ratio, Asset B has 200%, Asset C has 175%, and their correlation matrix shows average correlation of 0.57, what is the portfolio-adjusted liquidation threshold for equal weights of all three assets?",Approximately 165%,Approximately 172%,Approximately 178%,Approximately 185%,C,No
51,Advanced,"In a bonding curve with the formula P = 0.01 * e^(0.001 * S), where P is price and S is supply, what is the approximate price when the supply reaches 1,000 tokens?",0.0272,0.0368,0.0451,0.0523,A,No
52,Advanced,Select all factors that contribute to the optimal design of a ve-tokenomics model for maximizing long-term protocol alignment.,Non-linear voting power decay function,Maximum lock duration of 4 years,Quadratic relationship between lock time and voting power,Revenue sharing proportional to voting power,"A, B, D",Yes
53,Advanced,"In a constant product AMM (x * y = k) with reserves of 1,000,000 USDC and 2,000,000 tokens, what is the approximate price impact of a 10,000 USDC swap?",1.97%,2.15%,2.43%,2.67%,A,No
54,Advanced,Which mechanisms are essential components of a sustainable tokenomics model for preventing hyperinflation?,Algorithmic token burning based on transaction volume,Elastic supply adjustment mechanisms,Velocity sinks through staking requirements,Fixed maximum supply cap,"A, B, C",Yes
55,Advanced,"In quadratic voting, if a participant wants to cast 16 votes on a proposal, what is the token cost?",16 tokens,64 tokens,256 tokens,512 tokens,C,No
56,Advanced,Select all scenarios where impermanent loss in liquidity provision becomes permanent loss.,When one token in the pair goes to zero,When the price ratio returns to the original state,When liquidity is withdrawn during maximum divergence,When the pool experiences a rug pull,"A, C, D",Yes
57,Advanced,What is the impermanent loss percentage when one token in a 50/50 LP increases 4x in price relative to the other?,-15.47%,-20.00%,-25.32%,-30.18%,B,No
58,Advanced,Which factors are critical for designing MEV-resistant tokenomics in a Layer 1 blockchain?,Commit-reveal schemes for transaction ordering,Fair sequencing services integration,MEV redistribution to token holders,Encrypted mempool mechanisms,"A, B, C, D",Yes
59,Advanced,"In a concentrated liquidity AMM, what is the primary advantage of the capital efficiency improvement over traditional constant product AMMs?",Reduced slippage for trades within the concentrated range,Elimination of impermanent loss,Guaranteed positive returns for liquidity providers,Automatic rebalancing of positions,A,No
60,Advanced,Select all components that are essential for a robust token velocity control mechanism.,Staking rewards with lock-up periods,Transaction fee burning,Governance participation requirements,Liquidity mining incentives,"A, B, C",Yes
61,Advanced,What is the Network Value to Transactions (NVT) ratio for a protocol with a $1B market cap and $5M daily transaction volume over 90 days?,2.22,3.33,4.44,5.55,A,No
62,Advanced,Which mechanisms can effectively address the 'governance attack' problem in token-weighted voting systems?,Quadratic voting implementation,Time-weighted voting power,Delegation with slashing conditions,Minimum participation thresholds,"A, B, C, D",Yes
63,Advanced,"In a Dutch auction token sale with a starting price of $10 and a 50% price reduction over 24 hours, what is the price after 8 hours?",$6.67 ,$7.22 ,$7.78 ,$8.33 ,D,No
64,Advanced,Select all factors that contribute to the 'death spiral' phenomenon in algorithmic stablecoins.,Excessive minting during depeg events,Lack of sufficient collateral backing,Reflexive selling pressure on governance tokens,Inadequate arbitrage incentives,"A, B, C",Yes
65,Advanced,What is the optimal collateralization ratio for a lending protocol to maintain a 5% liquidation buffer with 10% price volatility?,115%,125%,135%,145%,B,No
66,Advanced,Which design patterns are essential for creating anti-fragile tokenomics that benefit from market stress?,Counter-cyclical token issuance,Stress-activated fee burning,Volatility-based staking rewards,Crisis-triggered governance powers,"A, B, C",Yes
67,Advanced,"In a Curve Finance-style bonding curve with amplification factor A=100, what is the primary benefit compared to a standard constant product curve?",Reduced slippage for trades near the peg,Elimination of impermanent loss,Higher capital efficiency,Automatic arbitrage execution,A,No
68,Advanced,Select all mechanisms that can effectively implement progressive decentralization in tokenomics design.,Time-locked token releases to community,Gradual reduction of team voting power,Milestone-based governance transitions,Automated parameter adjustment algorithms,"A, B, C",Yes
69,Advanced,What is the effective annual yield for a liquidity mining program offering 50% APY with daily compounding?,64.87%,67.23%,69.41%,71.58%,A,No
70,Advanced,Which factors are critical for designing sustainable yield farming incentives that avoid mercenary capital?,Vesting schedules for farming rewards,Loyalty multipliers based on holding duration,Penalty mechanisms for early withdrawal,Dynamic reward rates based on TVL,"A, B, C",Yes
71,Advanced,"In a ve-tokenomics model, if a user locks 1,000 tokens for 2 years (max 4 years), what is their initial voting power?",250,500,750,1000,B,No
72,Advanced,Select all design elements that characterize a well-designed token burning mechanism.,Burns proportional to network usage,Deflationary pressure during high activity,Transparent and verifiable burn process,Emergency burn capabilities for governance,"A, B, C",Yes
73,Advanced,"What is the token velocity for a network with $100M market cap, $50M daily transaction volume, and $2 average token price?",0.5,1,1.5,2,B,No
74,Advanced,Which mechanisms are essential for preventing governance token concentration attacks?,Delegation caps per validator,Quadratic voting for major decisions,Time-delayed execution of proposals,Multi-signature requirements for critical changes,"A, B, C, D",Yes
75,Advanced,"In a bonding curve with polynomial formula P = 0.001 * S^2 + 0.1, what is the marginal cost of the 100th token?",0.199,0.201,0.299,0.301,A,No
76,Advanced,Select all factors that contribute to the reflexivity problem in token-based systems.,Price-dependent utility functions,Collateral-based lending protocols,Market cap-weighted governance,Liquidity-dependent trading fees,"A, B, C",Yes
77,Advanced,"What is the liquidation price for a position with $10,000 collateral, $6,000 debt, and 120% liquidation threshold?","$7,200 ","$7,500 ","$8,000 ","$8,400 ",A,No
78,Advanced,Which design patterns are essential for creating composable tokenomics that integrate well with DeFi protocols?,ERC-20 compatibility with extensions,Standardized yield farming interfaces,Cross-protocol governance participation,Interoperable staking mechanisms,"A, B, D",Yes
79,Advanced,"In a Balancer-style weighted pool with 80% Token A and 20% Token B, what is the effective amplification of Token B's price impact?",2x,4x,5x,8x,B,No
80,Advanced,Select all mechanisms that can effectively implement fair token distribution in a decentralized launch.,Gradual Dutch auction with price discovery,Liquidity bootstrapping pools,Proof-of-participation airdrops,Bonding curve initial offerings,"A, B, C, D",Yes
81,Advanced,What is the optimal fee structure for a DEX to maximize long-term protocol revenue while maintaining competitiveness?,Fixed 0.3% fee across all pairs,Dynamic fees based on volatility,Tiered fees based on trading volume,Zero fees with token inflation funding,B,No
82,Advanced,"Which factors are critical for designing tokenomics that align with ESG (Environmental, Social, Governance) principles?",Carbon-negative consensus mechanisms,Inclusive governance structures,Transparent treasury management,Social impact measurement tokens,"A, B, C",Yes
83,Advanced,"In a rebase token mechanism, if the target price is $1 and current price is $1.20, what should be the rebase percentage to restore peg?",16.67%,20.00%,25.00%,33.33%,A,No
84,Advanced,Select all design elements that characterize effective tokenomics for cross-chain protocols.,Unified token standard across chains,Cross-chain governance mechanisms,Bridge security insurance funds,Multi-chain yield optimization,"A, B, C, D",Yes
85,Advanced,What is the break-even point for a liquidity provider in a 50% APY farming program with 20% impermanent loss?,146 days,182 days,219 days,255 days,A,No
86,Advanced,Which mechanisms are essential for implementing effective MEV redistribution in tokenomics?,Proposer-builder separation,MEV auction mechanisms,Validator reward sharing,Priority fee burning,"A, B, C",Yes
87,Advanced,"In a Uniswap V3 concentrated liquidity position with range [0.8, 1.2] and current price 1.0, what is the approximate capital efficiency compared to V2?",2.5x,3.2x,4.1x,5.0x,A,No
88,Advanced,Select all factors that contribute to the sustainability of algorithmic stablecoin mechanisms.,Diversified collateral backing,Counter-cyclical monetary policy,Emergency governance interventions,Market maker incentive programs,"A, B, D",Yes
89,Advanced,What is the effective slashing rate for a validator with 32 ETH stake that gets slashed 1 ETH and loses 50% of future rewards for 36 epochs?,3.13%,4.25%,5.38%,6.50%,B,No
90,Advanced,Which design patterns are essential for creating anti-dilutive tokenomics during bear markets?,Buyback and burn programs,Reduced token emission rates,Increased staking rewards,Emergency treasury interventions,"A, B, C",Yes
91,Advanced,"In a prediction market with binary outcomes, what is the optimal market maker constant product formula parameter to minimize arbitrage opportunities?",k = x * y,k = x + y,k = sqrt(x * y),k = (x * y) / (x + y),A,No
92,Advanced,Select all mechanisms that can effectively implement progressive taxation in tokenomics design.,Tiered transaction fees based on amount,Wealth-based governance voting costs,Progressive staking reward rates,Income-based token distribution,"A, B, D",Yes
93,Advanced,What is the optimal reserve ratio for a fractional reserve stablecoin to maintain 99% confidence in peg stability?,85%,90%,95%,100%,C,No
94,Advanced,Which factors are critical for designing tokenomics that resist regulatory capture?,Decentralized governance structures,Geographic distribution of stakeholders,Regulatory compliance mechanisms,Censorship-resistant infrastructure,"A, B, D",Yes
95,Advanced,"In a Bancor-style bonding curve with connector weight 50%, what is the price elasticity of demand?",-0.5,-1,-1.5,-2,B,No
96,Advanced,Select all design elements that characterize effective tokenomics for Layer 2 scaling solutions.,Gas fee optimization mechanisms,Sequencer decentralization incentives,Fraud proof reward systems,Cross-layer composability features,"A, B, C, D",Yes
97,Advanced,What is the optimal auction duration for a Dutch auction to maximize price discovery while minimizing gas wars?,15 minutes,30 minutes,60 minutes,120 minutes,C,No
98,Advanced,Which mechanisms are essential for implementing effective value accrual in utility tokens?,Fee-based token burning,Staking requirement for service access,Revenue sharing to token holders,Governance-gated feature access,"A, B, C, D",Yes
99,Advanced,"In a multi-token ecosystem, what is the optimal correlation coefficient between governance and utility tokens to maximize system stability?",0.3,0.5,0.7,0.9,B,No
100,Advanced,Select all factors that contribute to the long-term sustainability of tokenomics in a post-speculation market environment.,Real utility-driven demand,Sustainable yield generation,Effective governance mechanisms,Regulatory compliance frameworks,"A, B, C, D",Yes
101,Advanced,"A user locks 10,000 CRV tokens for 3.5 years in Curve's vote-escrow system. Given that the maximum lock period is 4 years, and assuming they provide $100,000 liquidity to a pool where total liquidity is $10M and total veCRV is 2M, what is their boost factor?",1.875,2.125,2.5,1.625,C,No
102,Advanced,"In a bonding curve mechanism with reserve ratio of 0.5 and connector weight of 1,000,000, if the current token supply is 1,000,000 tokens, what factors directly influence the marginal price of the next token minted?",Current supply and reserve ratio only,Connector weight and current supply only,"Reserve ratio, connector weight, and current supply",Market demand and trading volume,C,No
103,Advanced,Select all mechanisms that can effectively mitigate impermanent loss in automated market makers while maintaining capital efficiency.,Dynamic fee adjustment based on volatility,Concentrated liquidity with active management,Impermanent loss insurance protocols,Single-sided staking with synthetic assets,"A, B, C",Yes
104,Advanced,"In EigenLayer's restaking mechanism, an operator manages $50M in restaked ETH across 5 AVS (Actively Validated Services). If each AVS has a 2% slashing condition with independent 0.1% annual probability, what is the expected annual slashing loss?","$50,000 ","$25,000 ","$100,000 ","$75,000 ",A,No
105,Advanced,Which of the following are essential components of a sustainable DePIN (Decentralized Physical Infrastructure Network) tokenomics model?,Geographic distribution incentives for hardware deployment,Proof-of-coverage verification mechanisms,Deflationary token burns based on network usage,Cross-subsidization between high and low-demand areas,"A, B, C, D",Yes
106,Advanced,"A liquid staking derivative (LSD) token trades at a 2% discount to its underlying asset. Given a 4% annual staking yield and 30-day average unlock period, what is the implied market expectation of slashing risk?",0.8% annually,1.2% annually,2.4% annually,Cannot be determined from given information,D,No
107,Advanced,"In Uniswap V4's hook-enabled pools, which mechanisms can be implemented to optimize fee capture for liquidity providers?",Dynamic fee adjustment based on volatility and volume,MEV capture through just-in-time liquidity provision,Cross-pool arbitrage fee sharing,Time-weighted average price (TWAP) manipulation protection,"A, B",Yes
108,Advanced,"A ve(3,3) tokenomics model combines vote-escrow mechanics with Olympus DAO's (3,3) game theory. What is the Nash equilibrium strategy for rational actors in this system?",Always stake and vote for maximum rewards,Alternate between staking and selling based on market conditions,Lock tokens for maximum duration and participate in governance,The equilibrium depends on the relative rewards of staking vs. bonding,C,No
109,Advanced,"In a cross-chain bridge utilizing optimistic verification, select all factors that influence the economic security threshold.",Challenge period duration,Validator bond requirements,Cross-chain message frequency,Fraud proof verification costs,"A, B, D",Yes
110,Advanced,"A Layer 2 rollup captures $100,000 daily in sequencer fees. If 60% is distributed to token holders, 25% to the treasury, and 15% burned, what is the annual token burn rate assuming constant fee generation?",$5.475 million,$3.65 million,$15 million,$21.9 million,A,No
111,Advanced,"In Curve's gauge weight voting system, a protocol wants to maximize CRV emissions to their pool. Which strategies are most effective for acquiring voting power?",Direct veCRV accumulation through long-term CRV locking,Vote bribing through platforms like Votium or Hidden Hand,Acquiring Convex (CVX) tokens for meta-governance,Liquidity mining partnerships with other protocols,"A, B, C",Yes
112,Advanced,"A DeFi protocol implements a real yield model where 70% of revenue is distributed to stakers. If the protocol generates $50M annual revenue with $500M in staked tokens, what is the real yield APY?",7%,10%,3.50%,14%,A,No
113,Advanced,Which mathematical models are most appropriate for pricing tokenized real-world assets (RWAs) in DeFi protocols?,Discounted cash flow (DCF) with blockchain-specific risk adjustments,Black-Scholes option pricing for embedded optionality,Monte Carlo simulations for illiquid asset valuation,Constant product market maker pricing curves,"A, C",Yes
114,Advanced,"In a quadratic voting governance system with 1,000,000 total voting credits distributed among token holders, what is the maximum influence a single voter can have if they control 25% of all tokens?",25%,50%,12.50%,Approximately 33.3%,B,No
115,Advanced,Select all mechanisms that can be used to prevent MEV extraction in decentralized exchanges while maintaining market efficiency.,Commit-reveal schemes for transaction ordering,Frequent batch auctions with uniform clearing prices,Threshold encryption for pending transactions,Time-weighted average price (TWAP) oracles,"A, B, C",Yes
